TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-08-14,2025-08-14,FO,BSE,IDO,842299,,BANKEX,,2025-09-25,2025-09-25,65000.00,CE,BANKEX25SEP65000CE,241.30,241.30,97.00,97.00,97.00,149.90,61625.39,549.10,0,0,90,5863899.00,3,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847258,,SENSEX,,2025-08-19,2025-08-19,77300.00,PE,SENSEX2581977300PE,9.00,10.00,4.10,5.80,5.50,9.85,80597.66,5.80,56440,17940,417500,32275618253.00,7802,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857004,,SENSEX,,2025-09-04,2025-09-04,81500.00,PE,SENSEX2590481500PE,1063.85,1154.85,1063.85,1123.95,1125.00,1124.65,80597.66,1123.95,200,40,240,19826986.00,12,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846921,,SENSEX,,2025-08-19,2025-08-19,76500.00,PE,SENSEX2581976500PE,5.90,6.90,3.15,3.50,3.45,6.60,80597.66,3.50,444900,166120,1791060,137024864479.00,23858,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826697,,BANKEX,,2025-08-26,2025-08-26,61100.00,PE,BANKEX25AUG61100PE,289.25,289.25,230.00,249.30,249.50,282.20,61625.39,249.30,660,-90,360,22084735.50,11,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847151,,SENSEX,,2025-08-19,2025-08-19,79900.00,PE,SENSEX2581979900PE,130.00,137.85,84.00,105.00,115.20,131.85,80597.66,105.00,97640,920,3892900,311452632949.00,95058,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842570,,BANKEX,,2025-09-25,2025-09-25,59500.00,CE,BANKEX25SEP59500CE,3800.00,3800.00,2312.00,2312.00,2312.00,2200.00,61625.39,3130.65,0,0,90,5616330.00,3,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842106,,BANKEX,,2025-09-25,2025-09-25,62200.00,CE,BANKEX25SEP62200CE,1490.00,1490.00,743.00,743.00,743.00,871.45,61625.39,1498.80,0,0,90,5694690.00,3,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846814,,SENSEX,,2025-08-19,2025-08-19,80800.00,PE,SENSEX2581980800PE,426.40,468.70,339.35,404.55,424.35,426.40,80597.66,404.55,96740,-9620,5619620,456292296142.00,146279,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842075,,BANKEX,,2025-09-25,2025-09-25,60900.00,PE,BANKEX25SEP60900PE,740.00,740.00,417.00,417.00,417.00,582.05,61625.39,1043.20,0,0,120,7376040.00,4,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827348,,BANKEX,,2025-08-26,2025-08-26,64300.00,CE,BANKEX25AUG64300CE,14.65,15.50,14.65,14.65,14.65,16.25,61625.39,14.65,240,0,180,11576662.50,5,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847194,,SENSEX,,2025-08-19,2025-08-19,81800.00,PE,SENSEX2581981800PE,1144.45,1228.65,1061.70,1181.85,1200.00,1162.50,80597.66,1181.85,3040,-720,9860,817744868.00,252,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857018,,SENSEX,,2025-09-04,2025-09-04,82000.00,CE,SENSEX2590482000CE,389.95,425.75,372.25,378.40,373.55,395.15,80597.66,378.40,660,-280,2620,215871274.00,122,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826525,,BANKEX,,2025-08-26,2025-08-26,62000.00,PE,BANKEX25AUG62000PE,600.00,623.20,563.25,621.60,623.10,653.50,61625.39,621.60,3030,90,810,50708224.50,22,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827218,,SENSEX,,2025-08-26,2025-08-26,78900.00,PE,SENSEX25AUG78900PE,129.65,130.75,105.25,115.10,120.15,123.70,80597.66,115.10,3280,480,3660,289192670.00,148,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,856692,,SENSEX,,2025-08-19,2025-08-19,74800.00,PE,SENSEX2581974800PE,4.25,4.90,1.95,2.10,2.30,4.30,80597.66,2.10,560,40,3680,275275993.00,115,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842607,,BANKEX,,2025-09-25,2025-09-25,59800.00,PE,BANKEX25SEP59800PE,396.70,396.70,144.00,144.00,144.00,300.00,61625.39,669.00,0,0,90,5403981.00,3,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,860032,,SENSEX,,2025-08-19,2025-08-19,74100.00,PE,SENSEX2581974100PE,2.00,7.30,1.50,2.05,1.50,0.05,80597.66,2.05,1160,1160,3440,254915699.00,88,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847456,,SENSEX,,2025-08-19,2025-08-19,76000.00,PE,SENSEX2581976000PE,4.75,5.90,2.75,3.05,3.10,5.80,80597.66,3.05,308440,25940,1830520,139127192714.00,14307,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,841454,,SENSEX,,2025-09-25,2025-09-25,84500.00,CE,SENSEX25SEP84500CE,208.00,208.00,196.30,197.05,196.30,199.50,80597.66,197.05,900,80,120,10163883.00,5,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846815,,SENSEX,,2025-08-19,2025-08-19,91100.00,CE,SENSEX2581991100CE,2.70,2.70,0.70,0.80,0.75,2.35,80597.66,0.80,3960,2920,9920,903723832.00,144,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847032,,SENSEX,,2025-08-19,2025-08-19,79300.00,PE,SENSEX2581979300PE,51.95,59.25,34.60,43.80,48.50,58.55,80597.66,43.80,85680,14560,1711160,135771861132.00,39687,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847317,,SENSEX,,2025-08-19,2025-08-19,85100.00,CE,SENSEX2581985100CE,4.00,4.60,1.35,1.65,1.65,3.20,80597.66,1.65,10820,8780,117760,10021721770.00,2205,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846891,,SENSEX,,2025-08-19,2025-08-19,82600.00,PE,SENSEX2581982600PE,0.00,0.00,0.00,1981.20,0.00,1860.00,80597.66,2007.35,1300,0,0,0.00,0,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857279,,SENSEX,,2025-09-04,2025-09-04,77600.00,CE,SENSEX2590477600CE,0.00,0.00,0.00,3394.55,0.00,3496.60,80597.66,3477.75,20,0,0,0.00,0,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826544,,BANKEX,,2025-08-26,2025-08-26,63600.00,CE,BANKEX25AUG63600CE,54.30,56.75,47.00,50.65,47.00,49.45,61625.39,50.65,960,330,1440,91659999.00,35,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846754,,SENSEX,,2025-08-19,2025-08-19,81000.00,PE,SENSEX2581981000PE,541.35,590.90,446.15,523.85,546.10,541.35,80597.66,523.85,178800,-6520,2965440,241719682755.00,72669,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,STF,1152483,,INFY,,2025-08-14,2025-08-14,,,INFY25AUGFUT,1455.00,1466.20,1436.90,1447.70,1448.25,1429.35,1447.70,1447.70,0,-5200,3600,5210400.00,9,F1,400,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827207,,SENSEX,,2025-08-26,2025-08-26,82600.00,CE,SENSEX25AUG82600CE,89.95,111.35,83.15,88.25,86.45,96.10,80597.66,88.25,3260,-160,5280,436620696.00,195,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827380,,BANKEX,,2025-08-26,2025-08-26,60000.00,PE,BANKEX25AUG60000PE,73.55,79.50,67.40,74.90,77.05,87.55,61625.39,74.90,1200,90,1200,72089998.50,30,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857318,,SENSEX,,2025-09-04,2025-09-04,82000.00,PE,SENSEX2590482000PE,1442.10,2100.00,1416.90,1444.05,1435.00,1446.70,80597.66,1444.05,140,80,220,18370093.00,11,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842039,,BANKEX,,2025-09-25,2025-09-25,60600.00,CE,BANKEX25SEP60600CE,2000.00,2351.00,1712.00,2350.00,2350.00,687.35,61625.39,2378.95,0,-450,900,56445840.00,16,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826979,,SENSEX,,2025-08-26,2025-08-26,79600.00,PE,SENSEX25AUG79600PE,232.45,239.85,192.75,221.00,224.90,226.50,80597.66,221.00,6140,3260,10300,822109966.00,437,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826459,,SENSEX,,2025-08-26,2025-08-26,79800.00,PE,SENSEX25AUG79800PE,255.50,284.10,230.45,258.40,267.90,268.55,80597.66,258.40,5440,2820,12980,1039058702.00,538,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827257,,BANKEX,,2025-08-26,2025-08-26,60500.00,PE,BANKEX25AUG60500PE,139.45,139.45,123.05,128.10,128.10,153.05,61625.39,351.05,900,-90,390,23646093.00,11,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827198,,SENSEX,,2025-08-26,2025-08-26,84000.00,CE,SENSEX25AUG84000CE,22.50,27.95,18.55,21.20,22.00,25.55,80597.66,21.20,28980,16140,69460,5836250204.00,1343,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857057,,SENSEX,,2025-09-04,2025-09-04,80300.00,PE,SENSEX2590480300PE,543.60,562.85,511.85,559.70,559.70,1093.65,80597.66,955.10,60,60,140,11317753.00,7,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,841985,,BANKEX,,2025-09-25,2025-09-25,62100.00,PE,BANKEX25SEP62100PE,1050.00,1050.00,789.00,789.00,789.00,668.00,61625.39,1586.55,0,0,60,3781170.00,2,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,855981,,SENSEX,,2025-08-19,2025-08-19,75500.00,PE,SENSEX2581975500PE,3.90,5.15,2.35,2.65,2.80,5.15,80597.66,2.65,41860,8840,593880,44840136250.00,7464,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847142,,SENSEX,,2025-08-19,2025-08-19,85900.00,CE,SENSEX2581985900CE,5.10,5.10,1.25,1.50,1.25,0.95,80597.66,1.50,1180,1140,20720,1779900013.00,719,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826711,,SENSEX,,2025-08-26,2025-08-26,83400.00,CE,SENSEX25AUG83400CE,40.10,47.00,35.90,38.95,38.65,40.10,80597.66,38.95,1480,160,740,61747167.00,25,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846765,,SENSEX,,2025-08-19,2025-08-19,82600.00,CE,SENSEX2581982600CE,18.00,19.35,9.05,12.20,14.75,18.00,80597.66,12.20,173640,87280,1262120,104267941333.00,20241,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827006,,BANKEX,,2025-08-26,2025-08-26,60600.00,PE,BANKEX25AUG60600PE,143.55,146.00,141.30,141.30,141.30,155.35,61625.39,379.85,480,30,150,9111537.00,4,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857002,,SENSEX,,2025-09-04,2025-09-04,77900.00,CE,SENSEX2590477900CE,3170.00,3170.00,3170.00,3170.00,3170.00,3252.15,80597.66,3170.00,0,-20,20,1621400.00,1,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827329,,SENSEX,,2025-08-26,2025-08-26,80700.00,CE,SENSEX25AUG80700CE,714.85,761.60,626.70,663.05,658.40,697.65,80597.66,663.05,17340,7440,37580,3058579206.00,1447,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826610,,SENSEX,,2025-08-26,2025-08-26,82200.00,CE,SENSEX25AUG82200CE,155.00,176.30,130.90,136.90,131.55,155.20,80597.66,136.90,3580,840,10140,834995052.00,391,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842284,,BANKEX,,2025-09-25,2025-09-25,62000.00,PE,BANKEX25SEP62000PE,1765.00,1765.00,608.00,608.00,608.00,1125.00,61625.39,1535.70,0,0,150,9480186.00,5,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827405,,BANKEX,,2025-08-26,2025-08-26,61600.00,CE,BANKEX25AUG61600CE,554.35,700.00,543.15,615.80,638.85,594.75,61625.39,615.80,870,60,4080,253882798.50,109,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846912,,SENSEX,,2025-08-19,2025-08-19,82500.00,CE,SENSEX2581982500CE,21.95,22.00,10.30,14.00,17.35,20.60,80597.66,14.00,683060,280540,4621320,381328403578.00,59386,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846994,,SENSEX,,2025-08-19,2025-08-19,82000.00,CE,SENSEX2581982000CE,48.40,50.30,24.45,33.00,38.20,45.80,80597.66,33.00,516700,155240,5423860,444949052356.00,89251,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826639,,SENSEX,,2025-08-26,2025-08-26,80200.00,PE,SENSEX25AUG80200PE,358.50,399.60,328.70,368.15,388.25,375.65,80597.66,368.15,5800,2560,14360,1156866452.00,631,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,841921,,BANKEX,,2025-09-25,2025-09-25,62800.00,PE,BANKEX25SEP62800PE,1575.00,1575.00,1182.00,1182.00,1182.00,1525.15,61625.39,1970.05,0,0,60,3850710.00,2,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847158,,SENSEX,,2025-08-19,2025-08-19,83900.00,PE,SENSEX2581983900PE,3262.85,3262.85,3099.60,3099.60,3099.60,3304.40,80597.66,3243.00,20,20,40,3483249.00,2,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857244,,SENSEX,,2025-09-04,2025-09-04,84100.00,PE,SENSEX2590484100PE,4300.00,4300.00,3100.00,3100.00,3100.00,3581.10,80597.66,3461.70,0,0,40,3512000.00,2,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847068,,SENSEX,,2025-08-19,2025-08-19,81800.00,CE,SENSEX2581981800CE,64.50,72.00,35.40,46.80,53.05,64.50,80597.66,46.80,179660,83820,2813540,230290256775.00,68632,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847296,,SENSEX,,2025-08-19,2025-08-19,79800.00,PE,SENSEX2581979800PE,111.10,119.50,71.65,90.30,98.40,114.60,80597.66,90.30,123920,30980,3610160,288420907640.00,86260,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,843038,,BANKEX,,2025-09-25,2025-09-25,60000.00,CE,BANKEX25SEP60000CE,3370.00,3370.00,2039.00,2675.00,2675.00,2402.00,61625.39,2773.70,0,0,180,11278470.00,6,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842282,,BANKEX,,2025-09-25,2025-09-25,59600.00,CE,BANKEX25SEP59600CE,3700.00,3700.00,1601.00,1601.00,1601.00,2862.00,61625.39,3057.80,0,0,90,5586030.00,3,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,STF,1152192,,KOTAKBANK,,2025-08-14,2025-08-14,,,KOTAKBANK25AUGFUT,1989.45,1989.45,1981.00,1978.20,1981.30,1984.30,1978.20,1978.20,0,-400,1200,2380700.00,3,F1,400,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842905,,BANKEX,,2025-09-25,2025-09-25,61100.00,CE,BANKEX25SEP61100CE,1901.00,1901.00,1020.00,1670.00,1670.00,601.00,61625.39,2076.55,0,0,180,11270910.00,6,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826498,,SENSEX,,2025-08-26,2025-08-26,79700.00,CE,SENSEX25AUG79700CE,1452.45,1452.45,1303.30,1303.60,1303.60,1381.05,80597.66,1541.70,500,-1260,1660,134491189.00,83,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846923,,SENSEX,,2025-08-19,2025-08-19,78800.00,PE,SENSEX2581978800PE,30.75,33.30,18.50,22.45,25.55,32.45,80597.66,22.45,93160,42100,1056960,83313156931.00,20749,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,843121,,BANKEX,,2025-09-25,2025-09-25,60200.00,CE,BANKEX25SEP60200CE,3200.00,3200.00,1500.00,1500.00,1500.00,2580.00,61625.39,2638.35,0,0,90,5618970.00,3,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,841720,,SENSEX,,2025-09-25,2025-09-25,80600.00,PE,SENSEX25SEP80600PE,958.20,958.40,954.75,954.80,954.75,1636.85,80597.66,954.80,100,-100,180,14680021.00,9,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,856136,,SENSEX,,2025-08-19,2025-08-19,75000.00,PE,SENSEX2581975000PE,3.40,4.55,2.05,2.35,2.15,4.55,80597.66,2.35,214980,84760,1839040,137934063014.00,13339,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826421,,SENSEX,,2025-08-26,2025-08-26,78800.00,PE,SENSEX25AUG78800PE,115.40,118.65,97.00,109.40,108.05,114.30,80597.66,109.40,4540,3520,9560,754347161.00,344,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847206,,SENSEX,,2025-08-19,2025-08-19,83100.00,CE,SENSEX2581983100CE,10.00,11.15,5.45,6.60,8.00,9.90,80597.66,6.60,61020,7500,793640,65957741461.00,14402,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826442,,SENSEX,,2025-08-26,2025-08-26,80500.00,PE,SENSEX25AUG80500PE,430.25,511.55,424.00,474.65,488.05,480.70,80597.66,474.65,36940,8880,79840,6464507926.00,3271,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827192,,BANKEX,,2025-08-26,2025-08-26,60300.00,PE,BANKEX25AUG60300PE,98.65,102.50,97.55,97.55,97.55,116.70,61625.39,97.55,150,-120,240,14496256.50,7,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847220,,SENSEX,,2025-08-19,2025-08-19,79400.00,PE,SENSEX2581979400PE,60.80,67.95,39.55,50.25,55.60,67.00,80597.66,50.25,88040,14520,1790440,142252485151.00,44830,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842376,,BANKEX,,2025-09-25,2025-09-25,63800.00,CE,BANKEX25SEP63800CE,783.00,783.00,318.00,318.00,318.00,489.00,61625.39,870.90,0,0,90,5787720.00,3,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,856174,,SENSEX,,2025-08-19,2025-08-19,75600.00,PE,SENSEX2581975600PE,4.15,5.60,2.35,2.75,3.15,5.25,80597.66,2.75,10600,7400,47600,3598734606.00,1034,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826481,,BANKEX,,2025-08-26,2025-08-26,59700.00,PE,BANKEX25AUG59700PE,53.45,55.00,45.95,52.40,52.70,61.10,61625.39,52.40,390,180,750,44814121.50,19,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842509,,BANKEX,,2025-09-25,2025-09-25,61000.00,CE,BANKEX25SEP61000CE,2501.00,2501.00,1576.00,1576.00,1576.00,723.00,61625.39,2135.05,0,0,180,11342910.00,6,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857180,,SENSEX,,2025-09-04,2025-09-04,81000.00,PE,SENSEX2590481000PE,849.75,903.75,813.10,863.95,859.00,863.75,80597.66,863.95,2000,1060,2280,186615587.00,114,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842304,,BANKEX,,2025-09-25,2025-09-25,63600.00,CE,BANKEX25SEP63600CE,730.00,730.00,275.00,275.00,275.00,563.00,61625.39,936.35,0,0,150,9617157.00,5,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857330,,SENSEX,,2025-09-04,2025-09-04,80000.00,PE,SENSEX2590480000PE,470.40,504.70,445.15,480.75,487.00,478.00,80597.66,480.75,260,20,1180,94955147.00,58,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857252,,SENSEX,,2025-09-04,2025-09-04,80400.00,PE,SENSEX2590480400PE,636.70,636.70,586.30,614.75,614.75,1138.80,80597.66,998.90,120,120,1160,93970100.00,48,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857231,,SENSEX,,2025-09-04,2025-09-04,78500.00,PE,SENSEX2590478500PE,180.00,208.40,168.30,184.50,184.50,475.10,80597.66,375.55,420,420,1500,118021475.00,18,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,841650,,SENSEX,,2025-09-25,2025-09-25,78500.00,PE,SENSEX25SEP78500PE,374.80,374.80,374.80,374.80,374.80,384.40,80597.66,697.15,220,0,20,1577496.00,1,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847157,,SENSEX,,2025-08-19,2025-08-19,81600.00,PE,SENSEX2581981600PE,1000.05,1065.05,880.75,1001.10,1012.20,990.30,80597.66,1001.10,4980,2520,23600,1948734679.00,585,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842827,,BANKEX,,2025-09-25,2025-09-25,65500.00,CE,BANKEX25SEP65500CE,320.00,320.00,208.00,208.00,208.00,202.00,61625.39,446.60,0,0,120,7891350.00,4,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846771,,SENSEX,,2025-08-19,2025-08-19,76600.00,PE,SENSEX2581976600PE,4.50,7.30,3.30,3.60,3.85,7.10,80597.66,3.60,18420,9500,190380,14584077147.00,3704,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846869,,SENSEX,,2025-08-19,2025-08-19,80000.00,CE,SENSEX2581980000CE,834.70,940.00,720.75,798.70,787.60,855.55,80597.66,798.70,121960,-10020,439520,35524965387.00,10794,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827390,,SENSEX,,2025-08-26,2025-08-26,86000.00,CE,SENSEX25AUG86000CE,13.60,13.60,9.00,9.00,9.00,13.50,80597.66,9.00,4280,2140,2320,199544719.00,14,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857035,,SENSEX,,2025-09-04,2025-09-04,80000.00,CE,SENSEX2590480000CE,1416.60,1463.55,1380.00,1387.90,1389.00,1413.70,80597.66,1387.90,300,120,580,47223280.00,26,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842823,,BANKEX,,2025-09-25,2025-09-25,63200.00,CE,BANKEX25SEP63200CE,678.70,678.70,340.10,375.00,375.00,490.00,61625.39,1078.05,0,0,120,7640814.00,4,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842475,,BANKEX,,2025-09-25,2025-09-25,63400.00,PE,BANKEX25SEP63400PE,2573.00,2573.00,1466.00,2052.00,2052.00,1934.05,61625.39,2336.50,0,0,120,7836330.00,4,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,1147609,,SENSEX,,2025-09-25,2025-09-25,79000.00,PE,SENSEX25SEP79000PE,501.15,512.30,469.50,494.15,495.00,495.55,80597.66,494.15,4140,900,2520,200330641.00,124,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842116,,BANKEX,,2025-09-25,2025-09-25,60800.00,CE,BANKEX25SEP60800CE,1990.00,1990.00,1493.00,1493.00,1493.00,1256.00,61625.39,2255.05,0,0,60,3752490.00,2,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,839349,,BANKEX,,2025-08-26,2025-08-26,55100.00,PE,BANKEX25AUG55100PE,7.00,7.00,7.00,7.00,7.00,2.50,61625.39,0.25,210,-30,60,3306420.00,2,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,856956,,SENSEX,,2025-09-04,2025-09-04,80700.00,PE,SENSEX2590480700PE,700.00,720.95,678.30,713.05,713.05,1281.20,80597.66,713.05,200,200,240,19537410.00,12,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,847240,,SENSEX,,2025-08-19,2025-08-19,79300.00,CE,SENSEX2581979300CE,1394.15,1547.20,1358.55,1401.70,1401.70,1541.15,80597.66,1401.70,620,180,960,77495658.00,39,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842397,,BANKEX,,2025-09-25,2025-09-25,63200.00,PE,BANKEX25SEP63200PE,2601.00,2601.00,1952.00,1952.00,1952.00,1792.35,61625.39,2210.60,0,0,60,3928590.00,2,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842954,,BANKEX,,2025-09-25,2025-09-25,62100.00,CE,BANKEX25SEP62100CE,1600.00,1600.00,561.00,863.00,840.00,916.50,61625.39,863.00,0,0,180,11365590.00,6,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846877,,SENSEX,,2025-08-19,2025-08-19,80900.00,CE,SENSEX2581980900CE,303.75,336.00,199.15,239.85,243.15,289.40,80597.66,239.85,184360,78000,6318400,512820501404.00,162506,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,827402,,SENSEX,,2025-08-26,2025-08-26,82300.00,CE,SENSEX25AUG82300CE,139.45,156.85,117.15,120.50,118.00,139.10,80597.66,120.50,11340,2360,17980,1482109049.00,636,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846878,,SENSEX,,2025-08-19,2025-08-19,90000.00,CE,SENSEX2581990000CE,2.00,3.00,0.85,1.05,0.85,2.15,80597.66,1.05,4300,3500,18660,1679426443.00,557,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846880,,SENSEX,,2025-08-19,2025-08-19,78600.00,PE,SENSEX2581978600PE,25.20,25.65,14.70,17.40,20.10,26.65,80597.66,17.40,147760,74960,1063960,83646905657.00,17159,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,842553,,BANKEX,,2025-09-25,2025-09-25,61300.00,PE,BANKEX25SEP61300PE,1300.00,1300.00,686.00,686.00,686.00,812.00,61625.39,1208.35,0,0,90,5597760.00,3,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826583,,BANKEX,,2025-08-26,2025-08-26,61600.00,PE,BANKEX25AUG61600PE,456.85,456.85,381.65,423.15,419.25,460.40,61625.39,423.15,450,-30,2970,184197613.50,79,F1,30,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,826968,,SENSEX,,2025-08-26,2025-08-26,85600.00,CE,SENSEX25AUG85600CE,25.00,25.00,12.05,18.30,12.05,23.35,80597.66,18.30,380,40,60,5137231.00,3,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,857250,,SENSEX,,2025-09-04,2025-09-04,75300.00,CE,SENSEX2590475300CE,7400.00,7400.00,5550.00,5550.00,5550.00,5560.50,80597.66,5591.85,0,0,80,6542000.00,2,F1,20,,,,,
2025-08-14,2025-08-14,FO,BSE,IDO,846901,,SENSEX,,2025-08-19,2025-08-19,78500.00,CE,SENSEX2581978500CE,2152.70,2162.15,2149.15,2160.70,2160.70,2207.85,80597.66,2209.40,1880,0,280,22582930.00,13,F1,20,,,,,
